Timestamp: 2020-10-24 20:38:03(1603539483.000)
Accelometer ODR: 3200 Hz
11.03, 00.00, 00.00, 00.00, 00.00, 00.00, 00.00, 00.00
ff.fe, ff.ff, ff.00, 00.fd, ff.fe, ff.06, 00.f9, ff.fe
ff.ff, ff.ff, ff.03, 00.fe, ff.00, 00.02, 00.f9, ff.02
00.02, 00.fb, ff.fd, ff.fa, ff.fe, ff.fb, ff.01, 00.ff
ff.fc, ff.ff, ff.fd, ff.fe, ff.fe, ff.fc, ff.ff, ff.fb
ff.ff, ff.fe, ff.fe, ff.01, 00.ff, ff.02, 00.fd, ff.00
00.ff, ff.02, 00.fd, ff.ff, ff.02, 00.02, 00.fd, ff.fe
ff.02, 00.ff, ff.04, 00.fe, ff.05, 00.04, 00.fe, ff.fd
ff.01, 00.04, 00.ff, ff.02, 00.01, 00.fe, ff.02, 00.00
00.fe, ff.00, 00.fc, ff.06, 00.f9, ff.fe, ff.03, 00.02
00.02, 00.03, 00.ff, ff.ff, ff.ff, ff.fe, ff.05, 00.ff
ff.03, 00.02, 00.02, 00.ff, ff.fd, ff.04, 00.fc, ff.ff
ff.ff, ff.fe, ff.ff, ff.fc, ff.02, 00.00, 00.ff, ff.01
00.fc, ff.ff, ff.02, 00.00, 00.fa, ff.fd, ff.01, 00.61
2e.00, c0.1b, 03.00, fe.ff, 03.00, fd.ff, fd.ff, 00.00
fe.ff, fe.ff, fb.ff, 00.00, 01.00, fe.ff, fa.ff, fc.ff
ff.ff, fe.ff, 00.00, 01.00, fa.ff, 01.00, 03.00, 05.00
01.00, 00.00, 02.00, 00.00, fd.ff, 02.00, fb.ff, 01.00
05.00, fd.ff, 02.00, 02.00, ff.ff, fc.ff, ff.ff, fe.ff
fc.ff, 04.00, fc.ff, 01.00, 02.00, fb.ff, 01.00, 02.00
fc.ff, 04.00, ff.ff, fd.ff, fe.ff, fd.ff, 02.00, fe.ff
fc.ff, 03.00, ff.ff, 06.00, fe.ff, fe.ff, 03.00, ff.ff
01.00, 03.00, 01.00, ff.ff, ff.ff, 05.00, ff.ff, 05.00
ff.ff, f9.ff, 03.00, fe.ff, 01.00, 04.00, fc.ff, 04.00
fc.ff, 00.00, ff.ff, ff.ff, 01.00, ff.ff, 01.00, 00.00
ff.ff, 04.00, fa.ff, 01.00, 02.00, 01.00, ff.ff, 03.00
03.00, ff.ff, 01.00, 07.00, fe.ff, 02.00, ff.ff, 01.00
02.00, fe.ff, 00.00, 04.00, 03.00, 02.00, f8.ff, 05.00
03.00, fe.ff, 02.00, 04.00, ff.ff, ff.ff, fe.ff, 03.00
fd.ff, 02.00, 02.00, fd.ff, 01.00, 02.00, 00.00, 02.00
01.00, 05.00, fe.ff, 02.00, fd.ff, 01.00, 04.00, 05.00
fe.ff, ff.ff, fc.ff, 05.00, fd.ff, 00.00, 02.00, fc.ff
01.00, 00.00, fe.ff, fd.ff, ff.ff, 02.00, ff.ff, 05.00
02.00, fb.ff, ff.ff, fe.ff, fe.ff, 03.00, fc.ff, 07.00
ff.ff, 02.00, fc.ff, 00.00, 05.00, fc.ff, fe.ff, fd.ff
02.00, fe.ff, 01.00, 05.00, 00.00, fe.ff, 01.00, ff.ff
03.00, 02.00, 01.00, 06.00, 01.00, 00.00, 03.00, ff.ff
ff.ff, 03.00, fc.ff, 00.00, 03.00, 03.00, ff.ff, 04.00
fd.ff, ff.ff, 01.00, 03.00, 01.00, 02.00, ff.ff, 05.00
03.00, 00.00, 00.00, fd.ff, 03.00, 06.00, 03.00, 04.00
01.00, 05.00, ff.ff, 04.00, 07.00, 03.00, 01.00, fb.ff
05.00, ff.ff, ff.ff, ff.ff, 02.00, 06.00, 00.00, ff.ff
ff.ff, ff.ff, 01.00, 03.00, fd.ff, 06.00, fe.ff, 01.00
fe.ff, ff.ff, 03.00, 01.00, 02.00, fb.ff, 05.00, 05.00
fe.ff, 01.00, 02.00, fb.ff, 00.00, ff.ff, 00.00, 00.00
fd.ff, 03.00, 02.00, ff.ff, fb.ff, 00.00, 02.00, 03.00
01.00, ff.ff, 03.00, 00.00, ff.ff, 00.00, 06.00, ff.ff
05.00, 00.00, 02.00, 01.00, 04.00, 03.00, f7.ff, fe.ff
03.00, 03.00, 02.00, fa.ff, 05.00, ff.ff, 02.00, fe.ff
fe.ff, fe.ff, 02.00, ff.ff, 03.00, ff.ff, 00.00, ff.ff
ff.ff, ff.ff, ff.ff, 04.00, 02.00, 02.00, 05.00, fe.ff
03.00, 00.00, 00.00, ff.ff, 01.00, fe.ff, ff.ff, ff.ff
00.00, fc.ff, 01.00, 02.00, fe.ff, 01.00, fe.ff, 03.00
00.00, fb.ff, 01.00, ff.ff, fe.ff, 03.00, fd.ff, 00.00
ff.ff, 05.00, fd.ff, fd.ff, 03.00, fe.ff, 02.00, 02.00
fc.ff, 02.00, fe.ff, 01.00, ff.ff, fe.ff, 00.00, 06.00
ff.ff, fe.ff, fb.ff, 09.00, fc.ff, fb.ff, 04.00, ff.ff
04.00, 01.00, 01.00, fd.ff, 00.00, 00.00, fc.ff, 04.00
ff.ff, fe.ff, 03.00, fd.ff, 07.00, fe.ff, fc.ff, 04.00
00.00, 00.00, fd.ff, 00.00, ff.ff, fd.ff, 02.00, 01.00
ff.ff, 01.00, 01.00, 01.00, ff.ff, 03.00, 01.00, fd.ff
fd.ff, 00.00, ff.ff, 01.00, 03.00, 01.00, 00.00, fc.ff
01.00, 03.00, ff.ff, fe.ff, fb.ff, 04.00, fe.ff, fd.ff
ff.ff, 01.00, fe.ff, fe.ff, fa.ff, 00.00, fd.ff, 01.00
00.00, ff.ff, 05.00, 02.00, 02.00, 04.00, fe.ff, 06.00
02.00, 00.00, fe.ff, 03.00, 02.00, fd.ff, 03.00, 00.00
03.00, fc.ff, fc.ff, 04.00, ff.ff, 02.00, ff.ff, fd.ff
04.00, fd.ff, 02.00, 06.00, fd.ff, 05.00, ff.ff, 02.00
03.00, fd.ff, fe.ff, 03.00, 00.00, 03.00, 02.00, 00.00
ff.ff, 03.00, fd.ff, f9.ff, 02.00, ff.ff, 61.31, 00.c0
1b.03, 00.02, 00.fe, ff.03, 00.ff, ff.fe, ff.02, 00.00
00.f9, ff.f9, ff.01, 00.04, 00.fd, ff.fe, ff.00, 00.02
00.fe, ff.fe, ff.03, 00.01, 00.00, 00.05, 00.fd, ff.fe
ff.ff, ff.fb, ff.fe, ff.02, 00.ff, ff.05, 00.ff, ff.04
00.fe, ff.02, 00.ff, ff.01, 00.01, 00.ff, ff.05, 00.fb
ff.00, 00.fd, ff.fd, ff.04, 00.fd, ff.02, 00.00, 00.fe
ff.05, 00.02, 00.01, 00.fe, ff.02, 00.ff, ff.ff, ff.05
00.00, 00.01, 00.ff, ff.00, 00.01, 00.00, 00.01, 00.03
00.fe, ff.00, 00.04, 00.fb, ff.01, 00.fa, ff.02, 00.fd
ff.02, 00.01, 00.fc, ff.01, 00.ff, ff.ff, ff.ff, ff.fe
ff.08, 00.fb, ff.03, 00.00, 00.fd, ff.fe, ff.01, 00.ff
ff.01, 00.fd, ff.01, 00.fd, ff.fb, ff.04, 00.03, 00.02
00.03, 00.fe, ff.02, 00.02, 00.fb, ff.fd, ff.ff, ff.01
00.00, 00.06, 00.fc, ff.00, 00.05, 00.fd, ff.01, 00.ff
ff.03, 00.04, 00.fd, ff.01, 00.ff, ff.03, 00.04, 00.03
00.02, 00.ff, ff.ff, ff.02, 00.fd, ff.01, 00.00, 00.02
00.02, 00.fd, ff.05, 00.02, 00.fc, ff.00, 00.03, 00.ff
ff.03, 00.fe, ff.03, 00.01, 00.ff, ff.01, 00.fd, ff.07
00.03, 00.00, 00.02, 00.fe, ff.05, 00.fb, ff.ff, ff.01
00.01, 00.02, 00.01, 00.01, 00.01, 00.fb, ff.00, 00.fe
ff.03, 00.fe, ff.fc, ff.08, 00.00, 00.04, 00.00, 00.01
00.03, 00.fe, ff.fe, ff.ff, ff.00, 00.03, 00.ff, ff.05
00.04, 00.02, 00.03, 00.04, 00.02, 00.fd, ff.03, 00.03
00.ff, ff.02, 00.ff, ff.02, 00.01, 00.fe, ff.00, 00.02
00.fc, ff.fe, ff.05, 00.04, 00.fb, ff.fe, ff.06, 00.ff
ff.00, 00.05, 00.ff, ff.00, 00.fd, ff.01, 00.04, 00.fb
ff.03, 00.fa, ff.01, 00.02, 00.01, 00.06, 00.01, 00.fc
ff.fe, ff.03, 00.04, 00.fd, ff.04, 00.05, 00.ff, ff.04
00.fe, ff.03, 00.02, 00.ff, ff.09, 00.ff, ff.00, 00.01
00.fe, ff.04, 00.06, 00.fe, ff.ff, ff.ff, ff.ff, ff.00
00.fd, ff.fd, ff.01, 00.04, 00.fe, ff.02, 00.fe, ff.ff
ff.00, 00.fe, ff.03, 00.fc, ff.fd, ff.04, 00.02, 00.fe
ff.fe, ff.06, 00.04, 00.00, 00.04, 00.fe, ff.03, 00.04
00.fc, ff.ff, ff.ff, ff.fd, ff.09, 00.00, 00.ff, ff.03
00.fd, ff.01, 00.ff, ff.ff, ff.06, 00.01, 00.00, 00.fd
ff.05, 00.00, 00.fb, ff.05, 00.fd, ff.02, 00.01, 00.01
00.03, 00.00, 00.02, 00.01, 00.02, 00.02, 00.fc, ff.fe
ff.00, 00.fc, ff.01, 00.ff, ff.ff, ff.00, 00.fc, ff.fd
ff.ff, ff.ff, ff.ff, ff.01, 00.04, 00.ff, ff.02, 00.fe
ff.fb, ff.02, 00.fb, ff.02, 00.01, 00.fd, ff.01, 00.01
00.ff, ff.03, 00.00, 00.00, 00.fd, ff.00, 00.ff, ff.fc
ff.ff, ff.ff, ff.ff, ff.04, 00.fe, ff.01, 00.ff, ff.02
00.01, 00.01, 00.02, 00.fe, ff.fe, ff.01, 00.fb, ff.00
00.fe, ff.ff, ff.03, 00.fa, ff.04, 00.fb, ff.02, 00.fd
ff.ff, ff.02, 00.fe, ff.fe, ff.fe, ff.fe, ff.08, 00.fb
ff.03, 00.ff, ff.fe, ff.ff, ff.ff, ff.fd, ff.03, 00.ff
ff.fe, ff.fb, ff.ff, ff.01, 00.fa, ff.01, 00.fe, ff.fe
ff.fd, ff.ff, ff.02, 00.fe, ff.fe, ff.fc, ff.fe, ff.03
00.fa, ff.01, 00.fe, ff.f9, ff.04, 00.fb, ff.00, 00.00
00.fe, ff.01, 00.ff, ff.02, 00.fd, ff.00, 00.fa, ff.fe
ff.fd, ff.00, 00.fd, ff.01, 00.02, 00.04, 00.01, 00.00
00.03, 00.fd, ff.01, 00.ff, ff.02, 00.03, 00.ff, ff.05
00.fe, ff.fb, ff.09, 00.ff, ff.05, 00.03, 00.02, 00.ff
ff.fd, ff.03, 00.02, 00.03, 00.02, 00.01, 00.01, 00.00
00.ff, ff.05, 00.f6, ff.03, 00.ff, ff.ff, ff.03, 00.01
00.00, 00.ff, ff.04, 00.ff, ff.51, 34.00, c0.1b, fe.ff
fe.ff, 01.00, fa.ff, 04.00, ff.ff, 02.00, fe.ff, f7.ff
02.00, fe.ff, 00.00, 01.00, 00.00, fe.ff, fd.ff, 04.00
00.00, fb.ff, 01.00, fb.ff, 05.00, 02.00, fe.ff, fe.ff
fc.ff, 00.00, fe.ff, 02.00, 00.00, fa.ff, 04.00, fe.ff
fe.ff, 01.00, 00.00, 03.00, 01.00, fe.ff, fe.ff, fe.ff
fe.ff, 03.00, fe.ff, 02.00, fe.ff, 02.00, 01.00, fc.ff
04.00, 02.00, 02.00, fe.ff, 04.00, 06.00, fd.ff, 02.00
02.00, 01.00, 03.00, fc.ff, fd.ff, 05.00, ff.ff, 01.00
00.00, 05.00, 01.00, fc.ff, ff.ff, f9.ff, 00.00, 05.00
ff.ff, 02.00, f9.ff, 05.00, 03.00, 00.00, ff.ff, 00.00
05.00, 07.00, fc.ff, 05.00, fd.ff, 01.00, 05.00, ff.ff
01.00, 01.00, 00.00, 02.00, fe.ff, ff.ff, 01.00, 07.00
fd.ff, fd.ff, 02.00, ff.ff, fd.ff, fe.ff, ff.ff, 02.00
fe.ff, fe.ff, fd.ff, 01.00, 00.00, 01.00, 05.00, 00.00
fe.ff, ff.ff, fe.ff, 02.00, 03.00, 00.00, 04.00, ff.ff
00.00, fe.ff, 04.00, 03.00, 00.00, 03.00, fc.ff, 00.00
03.00, 00.00, 00.00, 01.00, 03.00, 02.00, fb.ff, 04.00
fc.ff, 02.00, 04.00, 04.00, ff.ff, 03.00, fd.ff, ff.ff
fd.ff, ff.ff, fe.ff, fe.ff, 01.00, 01.00, 04.00, fe.ff
fd.ff, 05.00, 02.00, 02.00, 00.00, fe.ff, 03.00, 01.00
00.00, fe.ff, 01.00, ff.ff, fe.ff, 04.00, 01.00, fb.ff
04.00, ff.ff, fd.ff, fe.ff, 00.00, 04.00, ff.ff, 02.00
fe.ff, ff.ff, 01.00, 01.00, fd.ff, 01.00, fe.ff, 04.00
ff.ff, 02.00, 03.00, fe.ff, 06.00, 00.00, 00.00, ff.ff
01.00, 04.00, fa.ff, ff.ff, 02.00, 07.00, 03.00, fe.ff
02.00, 04.00, 01.00, 07.00, ff.ff, ff.ff, ff.ff, 05.00
02.00, fd.ff, ff.ff, 04.00, ff.ff, 08.00, fd.ff, 02.00
02.00, fe.ff, fe.ff, fc.ff, 00.00, 01.00, 02.00, 02.00
ff.ff, ff.ff, fd.ff, fd.ff, 04.00, 01.00, ff.ff, 02.00
ff.ff, 02.00, fe.ff, ff.ff, 01.00, fc.ff, 03.00, 03.00
01.00, 01.00, fd.ff, 02.00, fd.ff, 04.00, 01.00, fd.ff
06.00, fe.ff, 04.00, ff.ff, 00.00, 04.00, ff.ff, 00.00
01.00, ff.ff, fe.ff, fc.ff, 04.00, 02.00, 01.00, 07.00
ff.ff, ff.ff, 04.00, 01.00, 04.00, fa.ff, 00.00, 01.00
fb.ff, 02.00, ff.ff, 01.00, 00.00, 00.00, 04.00, fa.ff
04.00, 02.00, 02.00, 00.00, fd.ff, ff.ff, fe.ff, 01.00
04.00, fd.ff, ff.ff, 04.00, 04.00, fc.ff, fe.ff, fe.ff
ff.ff, 02.00, 02.00, 02.00, 00.00, fd.ff, fd.ff, fe.ff
fd.ff, 05.00, fe.ff, fd.ff, 04.00, fb.ff, fe.ff, 02.00
02.00, 00.00, fe.ff, 00.00, ff.ff, ff.ff, 02.00, 02.00
01.00, fd.ff, 03.00, 04.00, ff.ff, 01.00, fe.ff, ff.ff
05.00, fe.ff, fd.ff, 01.00, fb.ff, 00.00, fe.ff, 03.00
fc.ff, fd.ff, ff.ff, ff.ff, ff.ff, 01.00, ff.ff, 01.00
fe.ff, ff.ff, ff.ff, 01.00, 06.00, ff.ff, 01.00, ff.ff
fc.ff, 02.00, fc.ff, 03.00, 01.00, fc.ff, 04.00, 03.00
00.00, 01.00, fa.ff, 02.00, fa.ff, 03.00, ff.ff, fe.ff
ff.ff, fe.ff, 02.00, 05.00, fb.ff, 02.00, fb.ff, 03.00
fe.ff, ff.ff, 05.00, ff.ff, fe.ff, 03.00, fc.ff, 00.00
fc.ff, 02.00, ff.ff, 02.00, fd.ff, fd.ff, 01.00, fe.ff
fd.ff, 06.00, fd.ff, 03.00, f9.ff, ff.ff, 04.00, f9.ff
fd.ff, f8.ff, fd.ff, 03.00, 02.00, fe.ff, fe.ff, fb.ff
01.00, fe.ff, 03.00, fe.ff, 01.00, ff.ff, 03.00, fe.ff
02.00, fe.ff, 05.00, fd.ff, ff.ff, 06.00, fe.ff, 01.00
fe.ff, 03.00, 02.00, fe.ff, ff.ff, ff.ff, 02.00, 02.00
03.00, 01.00, fd.ff, fe.ff, ff.ff, fc.ff, 07.00, fe.ff
02.00, fe.ff, 00.00, 51.37, 00.c0, 1b.06, 00.02, 00.fd
ff.04, 00.fe, ff.02, 00.fe, ff.fc, ff.fd, ff.fb, ff.fb
ff.04, 00.02, 00.00, 00.fd, ff.02, 00.01, 00.fc, ff.ff
ff.fc, ff.08, 00.07, 00.fe, ff.fd, ff.ff, ff.03, 00.00
00.03, 00.01, 00.fd, ff.fd, ff.fe, ff.fa, ff.02, 00.00
00.fe, ff.fa, ff.fd, ff.fe, ff.f8, ff.01, 00.fe, ff.fe
ff.fd, ff.03, 00.03, 00.fc, ff.06, 00.02, 00.00, 00.02
00.fb, ff.07, 00.01, 00.ff, ff.00, 00.fd, ff.02, 00.ff
ff.fe, ff.02, 00.fd, ff.02, 00.ff, ff.00, 00.ff, ff.fc
ff.03, 00.fd, ff.fa, ff.fe, ff.fd, ff.00, 00.00, 00.f7
ff.fd, ff.fb, ff.00, 00.02, 00.fd, ff.08, 00.fe, ff.00
00.00, 00.fe, ff.00, 00.fd, ff.04, 00.fc, ff.ff, ff.02
00.ff, ff.00, 00.03, 00.00, 00.01, 00.fc, ff.02, 00.01
00.ff, ff.ff, ff.ff, ff.03, 00.03, 00.00, 00.05, 00.fc
ff.02, 00.05, 00.03, 00.00, 00.fb, ff.03, 00.00, 00.f9
ff.01, 00.fc, ff.01, 00.ff, ff.02, 00.02, 00.01, 00.fc
ff.ff, ff.01, 00.05, 00.fa, ff.08, 00.fe, ff.fc, ff.06
00.00, 00.06, 00.00, 00.ff, ff.03, 00.fe, ff.ff, ff.02
00.fa, ff.03, 00.ff, ff.02, 00.02, 00.fd, ff.00, 00.ff
ff.04, 00.fc, ff.00, 00.ff, ff.fe, ff.02, 00.06, 00.01
00.03, 00.fc, ff.01, 00.01, 00.f9, ff.ff, ff.01, 00.02
00.02, 00.fe, ff.02, 00.fc, ff.02, 00.03, 00.ff, ff.02
00.fd, ff.03, 00.00, 00.ff, ff.02, 00.02, 00.ff, ff.01
00.fd, ff.04, 00.fe, ff.00, 00.fd, ff.fb, ff.ff, ff.03
00.fd, ff.00, 00.06, 00.02, 00.ff, ff.01, 00.03, 00.01
00.04, 00.fd, ff.00, 00.02, 00.00, 00.02, 00.ff, ff.fe
ff.03, 00.04, 00.02, 00.00, 00.03, 00.01, 00.03, 00.ff
ff.02, 00.ff, ff.03, 00.fc, ff.04, 00.fd, ff.04, 00.01
00.ff, ff.fd, ff.03, 00.06, 00.04, 00.fd, ff.05, 00.fc
ff.fe, ff.03, 00.01, 00.fd, ff.fd, ff.ff, ff.02, 00.fc
ff.02, 00.01, 00.02, 00.02, 00.fc, ff.fe, ff.fa, ff.fe
ff.02, 00.fb, ff.02, 00.fd, ff.fc, ff.04, 00.fe, ff.02
00.02, 00.01, 00.fe, ff.02, 00.02, 00.01, 00.02, 00.02
00.03, 00.01, 00.fd, ff.f8, ff.04, 00.ff, ff.05, 00.fc
ff.03, 00.02, 00.ff, ff.04, 00.fe, ff.ff, ff.02, 00.fc
ff.06, 00.fd, ff.02, 00.03, 00.fd, ff.07, 00.ff, ff.ff
ff.f9, ff.01, 00.03, 00.00, 00.01, 00.04, 00.ff, ff.01
00.01, 00.00, 00.01, 00.fc, ff.07, 00.fb, ff.ff, ff.04
00.fe, ff.04, 00.ff, ff.05, 00.04, 00.fe, ff.01, 00.fb
ff.01, 00.01, 00.fb, ff.01, 00.ff, ff.04, 00.fe, ff.00
00.02, 00.fe, ff.02, 00.fe, ff.fc, ff.00, 00.fc, ff.ff
ff.02, 00.02, 00.00, 00.fe, ff.04, 00.fe, ff.fd, ff.02
00.00, 00.fe, ff.02, 00.05, 00.02, 00.fd, ff.fd, ff.04
00.f9, ff.00, 00.fd, ff.01, 00.03, 00.fc, ff.01, 00.fb
ff.fd, ff.fa, ff.02, 00.02, 00.fc, ff.01, 00.02, 00.04
00.03, 00.fe, ff.ff, ff.ff, ff.fd, ff.fd, ff.00, 00.fe
ff.fe, ff.01, 00.00, 00.fa, ff.02, 00.ff, ff.fd, ff.02
00.ff, ff.ff, ff.00, 00.01, 00.02, 00.ff, ff.fe, ff.02
00.00, 00.ff, ff.fd, ff.01, 00.fd, ff.01, 00.ff, ff.fd
ff.04, 00.00, 00.fe, ff.01, 00.ff, ff.fe, ff.fe, ff.fd
ff.05, 00.f9, ff.00, 00.fd, ff.fb, ff.03, 00.ff, ff.01
00.fb, ff.fe, ff.fe, ff.fd, ff.fd, ff.01, 00.fc, ff.fe
ff.fd, ff.fe, ff.fa, ff.03, 00.01, 00.ff, ff.ff, ff.fc
ff.ff, ff.ff, ff.ff, ff.02, 00.03, 00.fd, ff.02, 00.02
00.fd, ff.04, 00.fc, ff.01, 00.02, 00.01, 00.ff, ff.fe
ff.01, 00.01, 00.00, 00.07, 00.02, 00.ff, ff.03, 00.00
00.04, 00.51, 3a.00, c0.1b, ff.ff, 09.00, ff.ff, ff.ff
02.00, fc.ff, fe.ff, fb.ff, fb.ff, 00.00, 04.00, 01.00
fb.ff, 00.00, fa.ff, fd.ff, ff.ff, 00.00, 01.00, ff.ff
ff.ff, 07.00, fd.ff, 00.00, 02.00, 00.00, ff.ff, 02.00
02.00, 01.00, fc.ff, 02.00, fe.ff, 01.00, ff.ff, 00.00
03.00, fe.ff, 01.00, 00.00, 02.00, 01.00, 01.00, 00.00
00.00, fe.ff, 05.00, 02.00, 01.00, 04.00, 03.00, 02.00
fd.ff, ff.ff, 04.00, 02.00, 01.00, fd.ff, fc.ff, 01.00
ff.ff, fd.ff, fc.ff, 08.00, 00.00, fe.ff, 03.00, ff.ff
ff.ff, 01.00, ff.ff, 01.00, 03.00, 01.00, 06.00, fe.ff
02.00, 01.00, 01.00, 00.00, ff.ff, 04.00, fc.ff, 00.00
01.00, fe.ff, 04.00, fe.ff, 00.00, 00.00, fe.ff, ff.ff
04.00, 03.00, 00.00, 03.00, 01.00, fe.ff, ff.ff, fa.ff
fe.ff, 04.00, fd.ff, 01.00, 02.00, fe.ff, 03.00, fc.ff
02.00, 01.00, 02.00, 02.00, fb.ff, fe.ff, ff.ff, 00.00
00.00, 04.00, 00.00, 00.00, fc.ff, 01.00, fd.ff, fe.ff
fe.ff, 04.00, 04.00, fc.ff, 01.00, 01.00, ff.ff, 03.00
fe.ff, fe.ff, 00.00, ff.ff, 01.00, ff.ff, 02.00, 00.00
ff.ff, 06.00, fd.ff, 02.00, fe.ff, 01.00, 05.00, fb.ff
03.00, 01.00, fc.ff, 05.00, 05.00, 03.00, 04.00, 00.00
07.00, fc.ff, 02.00, ff.ff, ff.ff, 02.00, fe.ff, 02.00
01.00, fe.ff, 03.00, 01.00, 01.00, fe.ff, 01.00, 03.00
02.00, 03.00, 03.00, 00.00, 00.00, fe.ff, 00.00, fe.ff
01.00, 04.00, 00.00, 01.00, 03.00, fe.ff, ff.ff, 01.00
01.00, ff.ff, 01.00, 02.00, fe.ff, 01.00, 00.00, fe.ff
03.00, 00.00, 07.00, fd.ff, 02.00, 02.00, 01.00, fc.ff
02.00, ff.ff, 08.00, ff.ff, 00.00, 02.00, fb.ff, 02.00
02.00, 06.00, 01.00, ff.ff, 05.00, 01.00, fe.ff, ff.ff
00.00, 05.00, ff.ff, ff.ff, 02.00, fe.ff, 03.00, fc.ff
06.00, 02.00, fd.ff, 03.00, ff.ff, fe.ff, 05.00, fe.ff
02.00, fe.ff, 01.00, 00.00, ff.ff, 02.00, 01.00, fe.ff
03.00, fe.ff, 03.00, ff.ff, fe.ff, 03.00, 01.00, 02.00
03.00, ff.ff, 03.00, fd.ff, 05.00, fe.ff, 02.00, fe.ff
01.00, fe.ff, fe.ff, 02.00, 05.00, 00.00, fe.ff, fc.ff
01.00, 02.00, fd.ff, 08.00, 03.00, ff.ff, ff.ff, ff.ff
04.00, 02.00, 02.00, 02.00, 02.00, 00.00, fe.ff, 00.00
fe.ff, ff.ff, 08.00, fd.ff, ff.ff, 02.00, fe.ff, ff.ff
ff.ff, ff.ff, 04.00, ff.ff, 08.00, ff.ff, 01.00, fa.ff
fa.ff, 05.00, 00.00, 02.00, ff.ff, fd.ff, 03.00, fd.ff
00.00, 03.00, 01.00, 00.00, fd.ff, 02.00, 00.00, fb.ff
03.00, 02.00, 03.00, 03.00, ff.ff, 02.00, ff.ff, ff.ff
04.00, 02.00, ff.ff, fd.ff, 04.00, 00.00, f9.ff, 07.00
00.00, 01.00, fe.ff, ff.ff, fe.ff, 00.00, ff.ff, fe.ff
02.00, ff.ff, ff.ff, 00.00, ff.ff, fe.ff, 02.00, 00.00
04.00, fc.ff, ff.ff, 04.00, fe.ff, 00.00, fe.ff, fc.ff
05.00, fd.ff, 06.00, 00.00, ff.ff, 00.00, fe.ff, fe.ff
00.00, fe.ff, fd.ff, 02.00, fc.ff, 01.00, 04.00, 01.00
fa.ff, 00.00, 00.00, fd.ff, 02.00, fd.ff, ff.ff, ff.ff
fd.ff, fe.ff, fd.ff, fd.ff, fe.ff, 02.00, 01.00, 02.00
ff.ff, fe.ff, fb.ff, 04.00, fd.ff, ff.ff, 01.00, fb.ff
fd.ff, fa.ff, fd.ff, ff.ff, 04.00, ff.ff, fa.ff, fa.ff
fe.ff, f9.ff, 00.00, f8.ff, 01.00, fb.ff, fd.ff, 05.00
fc.ff, fb.ff, 00.00, 05.00, fe.ff, fc.ff, fd.ff, ff.ff
00.00, 03.00, fc.ff, 00.00, fa.ff, ff.ff, ff.ff, ff.ff
fc.ff, 04.00, fc.ff, 01.00, ff.ff, 02.00, f9.ff, fc.ff
01.00, 00.00, 03.00, 01.00, 02.00, ff.ff, fa.ff, fe.ff
41.3d, 00.c0, 1b.02, 00.ff, ff.02, 00.fe, ff.02, 00.fe
ff.fd, ff.03, 00.f9, ff.00, 00.ff, ff.00, 00.08, 00.ff
ff.00, 00.fe, ff.ff, ff.00, 00.ff, ff.ff, ff.00, 00.ff
ff.04, 00.fc, ff.03, 00.ff, ff.01, 00.ff, ff.fc, ff.00
00.02, 00.02, 00.02, 00.fb, ff.fb, ff.fd, ff.fd, ff.02
00.02, 00.04, 00.ff, ff.fc, ff.02, 00.fd, ff.ff, ff.00
00.ff, ff.03, 00.fe, ff.01, 00.01, 00.fa, ff.03, 00.02
00.ff, ff.00, 00.01, 00.fd, ff.fd, ff.01, 00.04, 00.fc
ff.01, 00.fd, ff.00, 00.03, 00.ff, ff.ff, ff.fe, ff.07
00.03, 00.fc, ff.01, 00.fd, ff.04, 00.02, 00.00, 00.fe
ff.01, 00.01, 00.00, 00.fc, ff.00, 00.fe, ff.02, 00.ff
ff.01, 00.01, 00.ff, ff.01, 00.05, 00.00, 00.01, 00.03
00.00, 00.01, 00.fd, ff.ff, ff.fe, ff.07, 00.01, 00.00
00.05, 00.05, 00.02, 00.04, 00.fe, ff.03, 00.fd, ff.04
00.fc, ff.fd, ff.02, 00.ff, ff.03, 00.03, 00.fc, ff.fe
ff.fb, ff.fe, ff.03, 00.02, 00.01, 00.02, 00.04, 00.fa
ff.00, 00.00, 00.03, 00.01, 00.01, 00.fe, ff.03, 00.01
00.ff, ff.ff, ff.fb, ff.03, 00.fd, ff.ff, ff.ff, ff.fd
ff.03, 00.01, 00.03, 00.01, 00.03, 00.03, 00.00, 00.01
00.05, 00.03, 00.04, 00.ff, ff.00, 00.05, 00.ff, ff.02
00.01, 00.ff, ff.fb, ff.fd, ff.03, 00.fd, ff.01, 00.04
00.fc, ff.00, 00.01, 00.01, 00.01, 00.fa, ff.04, 00.01
00.05, 00.fe, ff.01, 00.03, 00.00, 00.02, 00.03, 00.fb
ff.01, 00.fd, ff.03, 00.04, 00.ff, ff.02, 00.fe, ff.fc
ff.ff, ff.fe, ff.04, 00.00, 00.00, 00.04, 00.03, 00.04
00.fd, ff.00, 00.05, 00.ff, ff.02, 00.ff, ff.05, 00.00
00.02, 00.fe, ff.02, 00.fe, ff.ff, ff.02, 00.00, 00.ff
ff.00, 00.ff, ff.fc, ff.04, 00.fd, ff.01, 00.04, 00.fd
ff.03, 00.02, 00.02, 00.fe, ff.fe, ff.02, 00.fd, ff.03
00.04, 00.01, 00.03, 00.fe, ff.05, 00.fe, ff.00, 00.06
